MONLOC_AB,StartDate,StartTime,DataLoggerLineName,Deployment,ProjectIdentifier,ActivityIdentifier,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,DataType,UseForCalc,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,14:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.07,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,14:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.09,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,14:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.09,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,15:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,15:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.1,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,15:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,15:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,16:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,16:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,16:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,16:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,17:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.14,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,17:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,17:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,17:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.14,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,18:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.13,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,18:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.14,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,18:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.16,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,18:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.1,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,19:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.12,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,19:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.1,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,19:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,19:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.08,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,20:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.08,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,20:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.05,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,20:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.04,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,20:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.02,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,21:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11.01,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,21:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,21:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.97,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,21:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.96,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,22:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.95,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,22:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.93,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,22:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.89,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,22:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.88,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,23:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.88,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,23:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.86,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,23:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.84,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/26/2024,23:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240626_2024Sum_TS,Water,"Temperature, water",10.82,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,00:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.82,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,00:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.8,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,00:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.79,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,00:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.77,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,01:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.75,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,01:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,01:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.74,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,01:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.72,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,02:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.71,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,02:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,02:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.68,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,02:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.66,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,03:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.66,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,03:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,03:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,03:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,04:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.59,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,04:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.58,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,04:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.59,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,04:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.57,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,05:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.56,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,05:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.57,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,05:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.55,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,05:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,06:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.53,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,06:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,06:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,06:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.52,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,07:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,07:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.53,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,07:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.52,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,07:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.52,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,08:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.51,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,08:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.52,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,08:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,08:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.53,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,09:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.53,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,09:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.57,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,09:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.54,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,09:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.58,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,10:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.59,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,10:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.6,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,10:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.63,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,10:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,11:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,11:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,11:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.64,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,11:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.65,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,12:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.69,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,12:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.7,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,12:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,12:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.73,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,13:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.77,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,13:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.81,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,13:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.84,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,13:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.85,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,14:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.9,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,14:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",10.96,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,14:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,14:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.08,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,15:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.09,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,15:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.1,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,15:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.16,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,15:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.24,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,16:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.29,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,16:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.36,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,16:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.36,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,16:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.38,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,17:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.33,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,17:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.31,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,17:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.34,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,17:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.33,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,18:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.32,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,18:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.3,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,18:30:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.25,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,18:45:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.22,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,19:00:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.19,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLETH1,06/27/2024,19:15:00,21119025,2024Sum,HohRiverPrj1,MAPLETH1_20240627_2024Sum_TS,Water,"Temperature, water",11.16,deg C,Raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
